respondent_id,h1n1_vaccine,seasonal_vaccine
0,0.036680753937299845,0.06612060865629983
1,0.4543133999236443,0.14229692751796122
2,0.01201701482956341,0.036478810605230276
3,0.02648126145299769,0.9103100512774713
4,0.023179989220547693,0.09242614327659747
5,0.0425456945586978,0.8406023569319804
6,0.020269415473732955,0.13715697102974733
7,0.5643109616033446,0.218707245630562
8,0.02509825149153795,0.1700110394020498
9,0.15144885575694472,0.29845882642076477
10,0.031065470122078505,0.3533814863759736
11,0.13314974707004143,0.35289253897798706
12,0.14478982042072996,0.9832583498726293
13,0.018631509730250913,0.1458608305216603
14,0.5415958375692741,0.5737485868645077
15,0.032390617429174845,0.24930719556108363
16,0.675955467871544,0.9644544517225048
17,0.09911261300198249,0.34688899530547695
18,0.32538333362968747,0.9105646013041558
19,0.19630012155289647,0.634586836860513
20,0.21528334222932258,0.3569649585501143
21,0.6625914342096398,0.45314313028741426
22,0.2643966330318798,0.26450457796712096
23,0.09622497499358894,0.06580643216217873
24,0.19862847549432122,0.2707041571315748
25,0.022440367919515355,0.1810560963945407
26,0.484806972140614,0.9202745585949325
27,0.03338372411659617,0.24104149179257986
28,0.027576337029782644,0.05734387090598812
29,0.2522480809283599,0.4490667709841834
30,0.06127855121478159,0.3885398372914638
31,0.06513652028964136,0.10350341565053066
32,0.14364669820308917,0.08994680079442065
33,0.8004349599374257,0.8683288355963902
34,0.21174530393898705,0.14772263816829875
35,0.6779860165377738,0.7347231926024419
36,0.09916796395531646,0.6534710097452576
37,0.010419352041802428,0.030379614765864475
38,0.4575628506136153,0.707639550646434
39,0.12295343042351556,0.7163061641340146
40,0.20071250485758385,0.33050908761425607
41,0.6888387704040703,0.80582550566324
42,0.01836119876075717,0.011212413305986784
43,0.32735901080051616,0.3985393574369871
44,0.01422315833997011,0.07771272913025654
45,0.013364068565199805,0.11221677454310741
46,0.25973437188908566,0.41787188129373615
47,0.168736732350118,0.11923661757255187
48,0.30065309321142575,0.8707525150053997
49,0.5816987702810281,0.6379547508131703
50,0.17790329990586906,0.4864054893513609
51,0.13060413763036402,0.8352679388856918
52,0.10909240310872906,0.21798308227086782
53,0.06279919534654974,0.3068808650040119
54,0.05473902605041932,0.18288481198716594
55,0.10097134142242012,0.2026500235759592
56,0.13959752151760052,0.9057466862335858
57,0.16522392510804054,0.4780870644650029
58,0.07505405180708632,0.5646410085128509
59,0.07882600891611018,0.11708698772993273
60,0.767720789224538,0.9132714682761726
61,0.08459277362840074,0.5649049684476427
62,0.03781092108268306,0.1163905204710968
63,0.8006770223845666,0.7883204152108179
64,0.0855263068354333,0.18613325947800094
65,0.024956383957543345,0.10532537391679081
66,0.030311964253761373,0.03597830029060522
67,0.11345727618492155,0.5529104197332513
68,0.09807476852800923,0.9424731519279733
69,0.07312289071737033,0.6042865527064237
70,0.03835683166888404,0.17695786278618914
71,0.05910986649562647,0.9285005851735018
72,0.1293065021164339,0.35828438796786644
73,0.11018935053331402,0.8993781138932893
74,0.6339295761420312,0.5900747859947555
75,0.554577880998903,0.7951957418564946
76,0.01476818601143194,0.6297311140441196
77,0.08082825941976643,0.955007651159882
78,0.5013915022263741,0.7430763967430725
79,0.1303140601236555,0.7442827067281198
80,0.01941461519962194,0.05111626694161154
81,0.11702154048513767,0.7049106173364296
82,0.8463724254534526,0.8882997750910079
83,0.41203088584866454,0.7192643755782293
84,0.5618632610228506,0.9222847235969046
85,0.8497437995038523,0.9248406992472872
86,0.04495680213837425,0.045860399290229656
87,0.03334842588153921,0.13430119581691605
88,0.049247696163195916,0.673593144578578
89,0.04744235786198717,0.08777646395269889
90,0.15288329438312068,0.25648217483605107
91,0.1790319961634567,0.8801343264473146
92,0.017590220851774484,0.03608826661637623
93,0.15574954641794564,0.3873501687955446
94,0.22659945348022142,0.5656464627960471
95,0.6619177318940278,0.5971885761271406
96,0.899823247513228,0.9473038746432405
97,0.07936267213748777,0.7357413477852734
98,0.043731608240707466,0.020641351302121354
99,0.0793304445784006,0.7063558124401645
100,0.10934977289694915,0.24800992858987808
101,0.9565609815715922,0.9228944527075242
102,0.07368246530978599,0.7536333481954819
103,0.05769633847781069,0.23243647957327476
104,0.08434731870619665,0.3629335359922477
105,0.09066114397506829,0.3869479019559757
106,0.03230350425976603,0.06213696607939479
107,0.26016305197165307,0.6549933358952497
108,0.28358740932815363,0.1411029186251898
109,0.042851366498881806,0.6630815208084597
110,0.951130336897999,0.9184862061564579
111,0.019142719453704805,0.07571795171193875
112,0.7351722154261993,0.8840378711533426
113,0.033050848159744975,0.43899030182781024
114,0.05539684341051698,0.28348784324625115
115,0.2738295110695047,0.41373208081493024
116,0.1361748268941416,0.5399444707536998
117,0.3913957116945163,0.4766529924709908
118,0.16852323637439587,0.38766218932512675
119,0.09734780121020747,0.45020068431098437
120,0.01828335968641723,0.1116842370131761
121,0.09322997510903733,0.1512851456488308
122,0.8891384144053545,0.9599038246239842
123,0.3475478386888478,0.745605426900062
124,0.1799860081397771,0.12237945458549257
125,0.025650431557797098,0.6723526084213661
126,0.020485570826418414,0.31601019199847147
127,0.47764985029777535,0.7135983193811631
128,0.20762809876093827,0.9455900252578049
129,0.036417990865779425,0.38580242425689937
130,0.06566152776821668,0.2123831035794815
131,0.05873337679865505,0.3928693885060243
132,0.1115363330595075,0.1281602068004279
133,0.16422878274357905,0.8872983793209084
134,0.2370187416823954,0.6901315671764914
135,0.0737552960730759,0.7630354099544502
136,0.9542610164850569,0.9478882605837595
137,0.08163129112185115,0.4176354485500612
138,0.0541749588465854,0.5945709280732107
139,0.021085773305419758,0.019905858626637223
140,0.5224843021213397,0.8767672529518358
141,0.10998195595897953,0.37567940647638404
142,0.021455715352231435,0.25364120956499403
143,0.06642826263672609,0.4076490536462131
144,0.1509344575155476,0.24137703263322022
145,0.033465320776489955,0.08290290333488969
146,0.5043242617893156,0.8569425531360478
147,0.07747318184794331,0.8682949934536394
148,0.17600099726003282,0.598695414224579
149,0.013233756224028469,0.015179317715070955
150,0.19635434501625162,0.1537575443589942
151,0.25641666241890065,0.8814389078395629
152,0.04103277095589763,0.35100593309028116
153,0.008868762088909283,0.33315159876212325
154,0.1244513563496057,0.19536817875758083
155,0.07130469850317445,0.6294288020291521
156,0.11639399943211642,0.2970387865472188
157,0.04682435364333491,0.19350628953759466
158,0.39757974448384253,0.6751592906511291
159,0.2554350006478595,0.3782488931905716
160,0.09671897231042013,0.9605069382335389
161,0.02108452110783569,0.06802300445026883
162,0.07200698640444951,0.10025330937243052
163,0.0540902330619025,0.08177601925618386
164,0.13142409561434776,0.49859906214439503
165,0.24969728806653183,0.4988200837784596
166,0.2759071973341597,0.3762418467016527
167,0.21299847148105863,0.5025052902641616
168,0.6040885412337252,0.826226767044131
169,0.16041960785985873,0.5868364570750924
170,0.38954976274212577,0.12673820203213454
171,0.10742058030268642,0.24447501450397008
172,0.6685744376232198,0.9264839701330668
173,0.07001835610446273,0.10406285032291285
174,0.11860577530950595,0.2277401796459876
175,0.10227126379357633,0.4741608333844149
176,0.06022399031072045,0.04885482275178221
177,0.0872447240031914,0.3301383109287203
178,0.20707338820428098,0.19237543743598287
179,0.10587317889780122,0.2232745141891267
180,0.002796558319661106,0.017102264935558963
181,0.1260936390403166,0.6279122905022306
182,0.1720190817037144,0.49470419596322407
183,0.0803451566412925,0.06615647163746238
184,0.030190542983181214,0.12385278383904548
185,0.7212463114999064,0.7928264779744089
186,0.06302611192970224,0.1077574844028692
187,0.06883713048982683,0.14729569872947243
188,0.06603631916338366,0.45552328674909937
189,0.15457996512178715,0.8776939816151113
190,0.14075476477810384,0.2845118921397839
191,0.0497678745913279,0.1466219302922823
192,0.5208759675892998,0.43994118691112616
193,0.24270703612783825,0.655250999718889
194,0.458403042126878,0.2797692789688304
195,0.7601128783138892,0.89446068723932
196,0.3285303621868486,0.5416029063785419
197,0.08561977580894976,0.12301769092704214
198,0.29669366902949534,0.26584531659253524
199,0.3745502010224853,0.40126136445820515
200,0.19087505481990744,0.385072181731554
201,0.08348620679151059,0.2497663619855361
202,0.029649067983175636,0.2330419949167595
203,0.0928749901904055,0.11581469085948327
204,0.6838615522903568,0.712293175396587
205,0.07841204285266398,0.3928108030890564
206,0.028258134289579014,0.08414294211594278
207,0.15854228630725986,0.8771753612161834
208,0.024882833922129043,0.7903902246822924
209,0.33358215534269164,0.8034257928783397
210,0.029397278834309103,0.5429389385085597
211,0.07023441187059,0.0411585931752579
212,0.9069374943653143,0.9633793711834339
213,0.5230658277752858,0.6848440482665344
214,0.07944173105075851,0.20085520001755217
215,0.7746525090675852,0.9412912229351769
216,0.07133092186864126,0.36878065092274886
217,0.01245884412558663,0.08862530679728961
218,0.05490567875052268,0.9471859732507113
219,0.5168163426661199,0.5458844806369785
220,0.015994787147169842,0.9313165044503972
221,0.03829074408346477,0.05304521017242907
222,0.07348976920913632,0.19032066343423779
223,0.04402624467592668,0.5049297380609016
224,0.07158936348039616,0.5164827855597637
