respondent_id,h1n1_vaccine,seasonal_vaccine
0,0.035032245260063447,0.08832703899698438
1,0.40997467431716905,0.14633881959861794
2,0.010962037975542934,0.052421858521835084
3,0.022484526836214023,0.9387912635765496
4,0.024349550783266193,0.09441010615484031
5,0.06261064876328036,0.8968798622865761
6,0.027579562374948692,0.13031179560991465
7,0.4766686434671241,0.19278491295017505
8,0.016459254737896258,0.17276392326298415
9,0.14554996680093324,0.2844805856246341
10,0.025461095151917086,0.3301016512148518
11,0.14973740894522042,0.30815641779485625
12,0.12249212980826253,0.981081622418519
13,0.016294806663154093,0.14830644508626076
14,0.5433841716904454,0.5783977249212314
15,0.03362789661674964,0.23612766543870087
16,0.6754507732278869,0.9538096313833047
17,0.09553511746044616,0.3274551572580218
18,0.318629275419469,0.9030605646966516
19,0.19868168387001064,0.6187010708346279
20,0.1868952563562351,0.39891290970725274
21,0.5970928953486122,0.49735996443586966
22,0.24337699028796225,0.2771703327034766
23,0.1153526299886446,0.057374045719042276
24,0.19677669579548032,0.28761747307100677
25,0.02166496086282917,0.2508989809859922
26,0.559043436657832,0.9242148519498141
27,0.033584393580858976,0.24107825523838877
28,0.03652544592575672,0.06206393709676118
29,0.32672643659725603,0.5254132966555339
30,0.059747903410962866,0.42964122367137586
31,0.07539992766689886,0.11519441638975475
32,0.12731670358429786,0.1010283953627012
33,0.8154947292718024,0.8752261936883929
34,0.2545819950340812,0.15362097599985836
35,0.6501606672607552,0.7627801621710343
36,0.09046901489310935,0.5898242161890895
37,0.009922430816841249,0.03843067117384541
38,0.4063793259638699,0.7402567779191488
39,0.11255578763624313,0.6780288391566965
40,0.19097982169528036,0.37608372636338894
41,0.7091964588015353,0.8051004475704676
42,0.01650494481218513,0.016910024560663272
43,0.3729992086472134,0.4608319534134723
44,0.014867165986479917,0.0686164075892711
45,0.016027264412634804,0.18248857825372397
46,0.24436608845313765,0.40559951620625756
47,0.15308979297201664,0.10240498249825664
48,0.30549533993300226,0.8391610897532068
49,0.6026389162331828,0.6777899559928302
50,0.1684178155467244,0.4651818567306592
51,0.12502495806483177,0.8398098184885096
52,0.11409558096129048,0.225114486591162
53,0.044701986906911254,0.24754174852659
54,0.04743292456815116,0.1989687168659757
55,0.09866658751735607,0.21543708152400273
56,0.17426683316934388,0.9021725389377381
57,0.2320488053521566,0.5174699767463993
58,0.08194357506733485,0.5551677772443558
59,0.04752655111325462,0.1285899546982396
60,0.781465878475087,0.9187493505616772
61,0.0607883380339901,0.48649398307410135
62,0.03175738134158012,0.1524840766110604
63,0.8229973980644457,0.7291391717479092
64,0.06395033302793618,0.22375819693021606
65,0.016919819846746453,0.10938949549079792
66,0.024342245476326053,0.03945667354884345
67,0.13907716206654597,0.5355958892006051
68,0.08934632946230887,0.9312083608752386
69,0.06485407142265161,0.6066186884806861
70,0.03143934555121318,0.1243480623418245
71,0.06658282966263736,0.9227960170443037
72,0.11386635918764278,0.37552512884698497
73,0.121305609105932,0.9026381874434335
74,0.580662867192154,0.6433690866815276
75,0.5051228621063585,0.7725132117309722
76,0.018798126831823702,0.6529459532462292
77,0.1472494273917683,0.9404609172342924
78,0.4673572350681926,0.7010912583707904
79,0.1317503828086724,0.8282011103168903
80,0.01735325062553165,0.061644580441471815
81,0.1337386920451492,0.7114788331948131
82,0.8306157736923161,0.8806278325519958
83,0.4395463519832924,0.728732218430189
84,0.5934311364501204,0.9261971430900436
85,0.8239122955596677,0.9096393127345349
86,0.03839040213660888,0.0613188649507749
87,0.04622461614992364,0.13107906712668
88,0.05354493937873332,0.6458745102319556
89,0.040406053228594876,0.14632894810352717
90,0.17952481894146827,0.21970567480677225
91,0.21743668452823925,0.8573073525844511
92,0.013187185590303225,0.04835576482967872
93,0.18060497525185565,0.35446730864289727
94,0.3212012772714736,0.5189496347301282
95,0.6126551658763085,0.5857013113889733
96,0.924509948289765,0.9631692096175479
97,0.08500177986503053,0.7375748391072997
98,0.048786808483280444,0.025483961188136416
99,0.0724845946162788,0.7593144006472703
100,0.09286319624794537,0.2760274493415784
101,0.9247747179636879,0.9191046465807998
102,0.04539693357070591,0.7126133553215914
103,0.04275503029724876,0.25689132527965564
104,0.08909680980520615,0.28777158243096
105,0.10964614957189629,0.4113596786111411
106,0.02882849618906705,0.06565583037153641
107,0.255041885697598,0.6481680821885568
108,0.24676554508566204,0.17879367951023817
109,0.07418625421576369,0.6692130347176012
110,0.9537434611806548,0.9186116370810399
111,0.01655674132239814,0.07752934017145428
112,0.7024494857828163,0.8968831677614455
113,0.036548254554628415,0.5144002502369425
114,0.04617270476242137,0.30099155365108726
115,0.2882778281900026,0.38130530346779085
116,0.14846763629715715,0.5195138170023466
117,0.37869933079989776,0.4950617817943603
118,0.1529464069000201,0.450419389898969
119,0.07133455998159154,0.31794890360852973
120,0.021816248127350592,0.12702570582619682
121,0.09699220604854705,0.1676245911283902
122,0.8848373006754074,0.9635872159563413
123,0.39703400328282124,0.7766404676081022
124,0.17295969369104713,0.12763599645998255
125,0.026885022714763947,0.6541507121919821
126,0.021835584911314904,0.3014724955180759
127,0.43395516706560794,0.7077927242095781
128,0.22451892104079646,0.9477666740041494
129,0.030581767336927707,0.3818027972052837
130,0.06933171471856503,0.21370129648447198
131,0.05966537183688682,0.4225649635957399
132,0.1369929581130013,0.16041575256730659
133,0.1542822275990135,0.8827777412745968
134,0.23290582775729465,0.6866312086424219
135,0.06925612965174188,0.7921046448696899
136,0.9461869304786428,0.9272333021631348
137,0.08355622068313158,0.4058404728129967
138,0.0569474198050153,0.5937335473736776
139,0.02064177372924076,0.027270773081070513
140,0.47271809379690055,0.876459714590023
141,0.08823607293550093,0.3119819318194446
142,0.024689449063241366,0.24164762829388328
143,0.09434029210446322,0.49322253137252775
144,0.21645611193234002,0.27639305783231866
145,0.036789592645706824,0.09390475903679617
146,0.48942223023206927,0.8582631913716169
147,0.14209119797577616,0.8428606209726055
148,0.17465931220206254,0.6060607229462438
149,0.009573720332980649,0.01628180756654514
150,0.15073979188456332,0.12551395565204168
151,0.2936994783211257,0.8831841553609813
152,0.05014894630088978,0.362080509255222
153,0.010941047907088077,0.35564993776668397
154,0.112535816508735,0.2384207753985352
155,0.06795903493201423,0.6041097701174603
156,0.09104713789607821,0.29797208041813084
157,0.04761681107813992,0.18647394399060552
158,0.3411026352349769,0.6522673378947849
159,0.26259049391055844,0.3113541649673875
160,0.1067339445546078,0.9520707111767333
161,0.018655549592326102,0.07721103338530286
162,0.06724270788285414,0.08967513936936412
163,0.05877779503382164,0.08160849285925396
164,0.15268137617890826,0.5210803599612116
165,0.23400799149026918,0.5884348952643852
166,0.29443612827257615,0.4807306821883814
167,0.21734181608102224,0.46644425779974596
168,0.5850480885121919,0.7997530767741471
169,0.21580778682913754,0.500531720504248
170,0.33973662904842294,0.09437188920548872
171,0.13254325088674535,0.24173416084968763
172,0.6848983775212754,0.9231263214004605
173,0.055343972027088476,0.1097507085541174
174,0.14787867388914466,0.22462680462236662
175,0.11415102373253114,0.5346557085151213
176,0.05268206478216888,0.04476811860330056
177,0.0786059668925817,0.2989070154008376
178,0.2011120955424018,0.20686714134798814
179,0.09904028328436912,0.20702056266161206
180,0.0032375360266982305,0.021440593696878892
181,0.11814104659931512,0.612785450118061
182,0.17548537966391978,0.48660109852591527
183,0.05823571421474897,0.07558868813424907
184,0.019115714627400502,0.15741413729299533
185,0.7824490610353403,0.7862599371851634
186,0.05010335990741184,0.08922545234211125
187,0.07006769819366512,0.16751738128623453
188,0.058560620010920196,0.45989531755007945
189,0.17578117488494796,0.8688731146232043
190,0.1386518252505698,0.26888140079095
191,0.04523411669143964,0.15398628415377505
192,0.4535246286168947,0.47924469862409813
193,0.2631704752327608,0.6342601252222266
194,0.45855561800260125,0.2866696094037504
195,0.7779400436700635,0.8781743529609638
196,0.2444101987952243,0.5345759591934345
197,0.07909964755826243,0.1272947068365477
198,0.22374900497082767,0.2706618885946677
199,0.25490429068420606,0.4239518267737027
200,0.20545259598992435,0.40938203716312965
201,0.09291176116510082,0.24533034818126442
202,0.030457553892878523,0.27372717635167004
203,0.08884650590285464,0.14717208739798734
204,0.747072146043617,0.6801112602249366
205,0.06578776997694266,0.48756819141628244
206,0.03374237502679979,0.1013437201536169
207,0.2126268586423955,0.8633483624017941
208,0.02631581584567013,0.7748499540014321
209,0.310395384983413,0.8192442928255294
210,0.027152263532437784,0.5397834186708492
211,0.04581899285740978,0.06383988318914068
212,0.9060865932449282,0.9601920081516037
213,0.5052166919602048,0.696279700325714
214,0.07612711331190432,0.23361799084107335
215,0.8036472559365487,0.9308600121199048
216,0.07155498131549287,0.3562483554773236
217,0.011371653971926878,0.055379784258892624
218,0.0557062491370603,0.9466352693644567
219,0.5570494074632956,0.5111709117181595
220,0.01896510366844266,0.9358288713318834
221,0.03200154903173231,0.08164967720240929
222,0.06537921349238321,0.19677557722166047
223,0.04547786090602134,0.4168526793846316
224,0.07702853395446868,0.531323583705429
225,0.4195048763538534,0.2715957660291538
226,0.10613191648009718,0.55619975086828
227,0.04103396318756622,0.1888204761497123
228,0.7343472098895112,0.6607947191974404
229,0.03768761106959147,0.950707220521206
230,0.1509230299359382,0.7334985818779575
231,0.04140983318533145,0.9284523716121142
232,0.021262649523882113,0.17405016064678133
233,0.00823890905352866,0.14010893611228883
234,0.0540687999043031,0.17672985092541824
235,0.15265316150537345,0.8483091992924797
236,0.2161043721850619,0.4905640839330163
237,0.08031804341897703,0.03637375232331366
238,0.4042919656340715,0.9438501429431417
239,0.04307569624814888,0.424535183610687
240,0.0688628702679066,0.5538057581727002
241,0.03817576718010554,0.8313930682181774
242,0.0333037305720186,0.1847663152407477
243,0.016651538626077777,0.43549529969691253
244,0.0958277854835292,0.9634466886889275
245,0.02062478877383885,0.14277071279380016
246,0.04883407851422687,0.22701332577450947
247,0.4089131148905414,0.6071677102298562
248,0.16550614213335932,0.2834507897509708
249,0.01353347784586475,0.06283283344662507
250,0.26927604533575555,0.751055755393185
251,0.07593409236296557,0.7932969951727455
252,0.04707268255350629,0.19340840804219547
253,0.25453803470803243,0.3472652243758084
254,0.33293278887497096,0.9764165126073605
255,0.4089796696809957,0.08151626119457242
256,0.02715356294359095,0.04715642834860548
257,0.27106857432623244,0.9500944327912991
258,0.02065195019047928,0.04397938501586841
259,0.31230452176211,0.26537353146750564
260,0.18317091354500162,0.4385977526140614
261,0.03082392976791458,0.785076914374173
262,0.9585398175861782,0.9764521201553215
263,0.5661479109387002,0.8897510434743454
264,0.018635239961459712,0.34421996848115377
265,0.42456963926948355,0.8736715277634123
266,0.07663213646887808,0.4865158375777873
267,0.054127425965891145,0.2382709085525117
268,0.6600417925798877,0.7220550776095089
269,0.10948925603917536,0.5119276219238486
270,0.10778317258142968,0.158164093527421
271,0.060873124194602515,0.5204581130586694
272,0.10481592558525762,0.2010714184241389
273,0.03256084994613066,0.1293697971412541
274,0.13495287946183918,0.26195074769641563
275,0.021879913472065585,0.8814819137288716
276,0.4745222468087859,0.8604958046177642
277,0.04092897815800723,0.4199895685208669
278,0.7018076087483676,0.7577677373404876
279,0.5414159893358673,0.7713088310221325
280,0.11545679205759024,0.13347334772689898
281,0.044433582824845934,0.6402728804505405
282,0.010637618454649776,0.7052591090532327
283,0.5123770060356989,0.6886674134500007
284,0.6755090543901693,0.6666024332365271
285,0.00513226852488716,0.039918809869984
286,0.06762234605296466,0.574958893458309
287,0.05343085934939691,0.060660953210811566
288,0.8906838369219006,0.922413577044786
289,0.05318635545008999,0.27829211358075967
290,0.07925356141939215,0.2676245005121049
291,0.03767346361966847,0.11222028059867899
292,0.03790541789399431,0.49224723848146046
293,0.4743304906557661,0.6963759003357706
294,0.042751821756602464,0.12444536268190684
295,0.059949125179889956,0.7043713628548522
296,0.13679934121199402,0.16041040273551943
297,0.1085894271416897,0.5727914834973752
298,0.4951360183130642,0.7552606065775086
299,0.03929106455960449,0.525006419037154
300,0.2044144843858434,0.3019060939295704
301,0.08194060182353881,0.06945330624431782
302,0.022663839954979337,0.06769920417419838
303,0.40785125115485105,0.8708052186285867
304,0.06610360987073617,0.5607029006018461
305,0.03406776385818885,0.08971406738496009
306,0.9284409485538072,0.9707822723116378
307,0.9082225843386218,0.9539186923170605
308,0.20160469982292353,0.8513501461130141
309,0.11418915741586613,0.7674007801109898
310,0.09884778723685853,0.18554349178788462
311,0.04147073133930991,0.5159846643118726
312,0.03772743135818228,0.1745155390110356
313,0.0716054321279762,0.19478719208741688
314,0.11185415736901107,0.8763306434393948
315,0.1599402115812225,0.290796727962103
316,0.04047867587133369,0.1911592189531802
317,0.021166391490553965,0.1468618181211457
318,0.2728126375444135,0.21316781748740368
319,0.5878058960117198,0.46920777229945443
320,0.12446194262235614,0.269403476172388
321,0.018271664426306636,0.07697873596543545
322,0.30637349861347823,0.8736780661751503
323,0.2635520248387281,0.5946200892892362
324,0.037213830527960665,0.5793237840842383
325,0.16253540871599378,0.14413785738708143
326,0.1078065978392521,0.06627664801911494
327,0.05820597934257347,0.5610625288072207
328,0.14495062725949714,0.22986348551821098
329,0.7924101153438907,0.7737517738593885
330,0.20481674587754792,0.864409971871089
331,0.01585874008328042,0.22817992142225751
332,0.01792827423919361,0.1727355706516035
333,0.09703411869865279,0.8509460644857032
334,0.39014956188705174,0.29451436471321946
335,0.2745570421529642,0.6881853798843158
336,0.024125994593208626,0.028321325967942106
337,0.3649603826923117,0.49712458556656053
338,0.03013347248786173,0.07019622826031371
339,0.7463318008865985,0.8050367301254091
340,0.07957790572813256,0.07735578406311548
341,0.028965591776894926,0.13281677383122723
342,0.05770008984670206,0.18167760653050052
343,0.016512715328220674,0.13809417226911883
344,0.7189198975696602,0.7527353486747301
345,0.23609625448840862,0.7425685313758931
346,0.611244924223447,0.941063219276204
347,0.05724898498212381,0.14909286907139765
348,0.08214937239988791,0.8124165185263478
349,0.023341389549476614,0.08413934783976097
350,0.012342674639513383,0.6439410886150762
351,0.3305427549156864,0.9658433706966717
352,0.011562156103080276,0.09561786984978807
353,0.1791371391325068,0.6488586020372549
354,0.36267324817262997,0.8255652559478311
355,0.0937359294688766,0.10812054041154999
356,0.04833536456115124,0.11192163486793934
357,0.9373708670117905,0.9593191416736838
358,0.16245209169693645,0.39722854516867995
359,0.8688922104661955,0.9081658432025593
360,0.2661693760963965,0.4833864341187953
361,0.07899083959030508,0.803120750074031
362,0.15857174984162528,0.3678757326098984
363,0.0911114694567006,0.17132329701226784
364,0.4931025865938182,0.5788978494629904
365,0.09283976969377783,0.410382937484405
366,0.036945680178341066,0.037834891270911115
367,0.1419718924898478,0.4110214052663446
368,0.03342138416596109,0.12216868293409922
369,0.03767881446927478,0.06399713602127627
370,0.010736015248673852,0.06813306799603137
371,0.5550673259162224,0.9381326009753124
372,0.015079215534303914,0.777553755243536
373,0.47012715170344976,0.44173642037640876
374,0.18673235214859568,0.44054329136559267
375,0.27099956808418874,0.5867081052252082
376,0.7925520386065525,0.9567436873722027
377,0.06128001212453743,0.17198590621164095
378,0.3674281352814019,0.726090685433647
379,0.13571923513544792,0.3094916063530408
380,0.05189008210107644,0.09525170886655922
381,0.03181634216276111,0.7870359920695025
382,0.036401374179026884,0.8213449166576825
383,0.028646738522262925,0.07340680016781989
384,0.04922294004693869,0.8410353134928162
385,0.05601029096802304,0.7646366615193149
386,0.16516815557920772,0.2965092898273163
387,0.2522960297453821,0.7450902351422242
388,0.5472198962926427,0.9414160217617715
389,0.592222889598889,0.5991039659379084
390,0.1015678719269824,0.6375792367338937
391,0.1286111932350058,0.24788575323638698
392,0.01796405321914282,0.8206271365163434
393,0.07684634901398542,0.3955860127328447
394,0.022538953259183522,0.1575933089334332
395,0.06271799000149604,0.674964576295753
